# BARRY GUI bad-channel export -- every recorded session -- 116 row(s) from 180 session(s) -- taken 2026-09-02T19:44:48
project,mouse,session,date,label,channel,n_bad,n_channels,marked_by,marked_at,note,path,key
PTEN,21,2,2024-07-29,PTEN m21 s2 2024-07-29,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m21_ptenblind\m21s2jul29\2024-07-29_13-05-17,m021_s002_2024-07-29_13-05-17
PTEN,21,2,2024-07-29,PTEN m21 s2 2024-07-29,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m21_ptenblind\m21s2jul29\2024-07-29_13-05-17,m021_s002_2024-07-29_13-05-17
PTEN,21,2,2024-07-29,PTEN m21 s2 2024-07-29,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m21_ptenblind\m21s2jul29\2024-07-29_13-05-17,m021_s002_2024-07-29_13-05-17
PTEN,21,6,2024-07-29,PTEN m21 s6 2024-07-29,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m21_ptenblind\m21s6jul29\2024-07-29_15-28-43,m021_s006_2024-07-29_15-28-43
PTEN,21,6,2024-07-29,PTEN m21 s6 2024-07-29,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m21_ptenblind\m21s6jul29\2024-07-29_15-28-43,m021_s006_2024-07-29_15-28-43
PTEN,21,6,2024-07-29,PTEN m21 s6 2024-07-29,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m21_ptenblind\m21s6jul29\2024-07-29_15-28-43,m021_s006_2024-07-29_15-28-43
PTEN,22,3,2024-07-15,PTEN m22 s3 2024-07-15,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m22_ptenblind\m22s3jul15\2024-07-15_16-12-27,m022_s003_2024-07-15_16-12-27
PTEN,22,3,2024-07-15,PTEN m22 s3 2024-07-15,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m22_ptenblind\m22s3jul15\2024-07-15_16-12-27,m022_s003_2024-07-15_16-12-27
PTEN,22,3,2024-07-15,PTEN m22 s3 2024-07-15,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m22_ptenblind\m22s3jul15\2024-07-15_16-12-27,m022_s003_2024-07-15_16-12-27
PTEN,22,6,2024-07-15,PTEN m22 s6 2024-07-15,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m22_ptenblind\m22s6jul15\2024-07-15_17-49-43,m022_s006_2024-07-15_17-49-43
PTEN,22,6,2024-07-15,PTEN m22 s6 2024-07-15,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m22_ptenblind\m22s6jul15\2024-07-15_17-49-43,m022_s006_2024-07-15_17-49-43
PTEN,22,6,2024-07-15,PTEN m22 s6 2024-07-15,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m22_ptenblind\m22s6jul15\2024-07-15_17-49-43,m022_s006_2024-07-15_17-49-43
PTEN,23,1,2024-08-06,PTEN m23 s1 2024-08-06,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m23_ptenblind\m23s1aug6\2024-08-06_12-36-23,m023_s001_2024-08-06_12-36-23
PTEN,23,5,2024-08-06,PTEN m23 s5 2024-08-06,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m23_ptenblind\m23s5aug7\2024-08-06_15-12-51,m023_s005_2024-08-06_15-12-51
PTEN,24,1,2024-07-16,PTEN m24 s1 2024-07-16,8,4,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s1jul16\2024-07-16_12-20-40,m024_s001_2024-07-16_12-20-40
PTEN,24,1,2024-07-16,PTEN m24 s1 2024-07-16,25,4,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s1jul16\2024-07-16_12-20-40,m024_s001_2024-07-16_12-20-40
PTEN,24,1,2024-07-16,PTEN m24 s1 2024-07-16,41,4,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s1jul16\2024-07-16_12-20-40,m024_s001_2024-07-16_12-20-40
PTEN,24,1,2024-07-16,PTEN m24 s1 2024-07-16,59,4,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s1jul16\2024-07-16_12-20-40,m024_s001_2024-07-16_12-20-40
PTEN,24,4,2024-07-16,PTEN m24 s4 2024-07-16,8,5,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s4jul16\2024-07-16_14-11-34,m024_s004_2024-07-16_14-11-34
PTEN,24,4,2024-07-16,PTEN m24 s4 2024-07-16,24,5,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s4jul16\2024-07-16_14-11-34,m024_s004_2024-07-16_14-11-34
PTEN,24,4,2024-07-16,PTEN m24 s4 2024-07-16,25,5,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s4jul16\2024-07-16_14-11-34,m024_s004_2024-07-16_14-11-34
PTEN,24,4,2024-07-16,PTEN m24 s4 2024-07-16,41,5,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s4jul16\2024-07-16_14-11-34,m024_s004_2024-07-16_14-11-34
PTEN,24,4,2024-07-16,PTEN m24 s4 2024-07-16,59,5,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m24_ptenblind\m24s4jul16\2024-07-16_14-11-34,m024_s004_2024-07-16_14-11-34
PTEN,26,2,2024-06-28,PTEN m26 s2 2024-06-28,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m26_ptenblind\m26s2jun28\2024-06-28_12-00-26,m026_s002_2024-06-28_12-00-26
PTEN,26,2,2024-06-28,PTEN m26 s2 2024-06-28,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m26_ptenblind\m26s2jun28\2024-06-28_12-00-26,m026_s002_2024-06-28_12-00-26
PTEN,26,2,2024-06-28,PTEN m26 s2 2024-06-28,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m26_ptenblind\m26s2jun28\2024-06-28_12-00-26,m026_s002_2024-06-28_12-00-26
PTEN,26,5,2024-06-28,PTEN m26 s5 2024-06-28,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m26_ptenblind\m26s5jun28\2024-06-28_15-19-00,m026_s005_2024-06-28_15-19-00
PTEN,26,5,2024-06-28,PTEN m26 s5 2024-06-28,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m26_ptenblind\m26s5jun28\2024-06-28_15-19-00,m026_s005_2024-06-28_15-19-00
PTEN,26,5,2024-06-28,PTEN m26 s5 2024-06-28,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\m26_ptenblind\m26s5jun28\2024-06-28_15-19-00,m026_s005_2024-06-28_15-19-00
PTEN,28,2,2024-06-18,PTEN m28 s2 2024-06-18,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m28_ptenblind\m28s2jun18\2024-06-18_13-33-44,m028_s002_2024-06-18_13-33-44
PTEN,28,2,2024-06-18,PTEN m28 s2 2024-06-18,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m28_ptenblind\m28s2jun18\2024-06-18_13-33-44,m028_s002_2024-06-18_13-33-44
PTEN,28,2,2024-06-18,PTEN m28 s2 2024-06-18,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m28_ptenblind\m28s2jun18\2024-06-18_13-33-44,m028_s002_2024-06-18_13-33-44
PTEN,28,7,2024-06-18,PTEN m28 s7 2024-06-18,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m28_ptenblind\m28s7jun18\2024-06-18_16-37-05,m028_s007_2024-06-18_16-37-05
PTEN,28,7,2024-06-18,PTEN m28 s7 2024-06-18,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m28_ptenblind\m28s7jun18\2024-06-18_16-37-05,m028_s007_2024-06-18_16-37-05
PTEN,28,7,2024-06-18,PTEN m28 s7 2024-06-18,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m28_ptenblind\m28s7jun18\2024-06-18_16-37-05,m028_s007_2024-06-18_16-37-05
PTEN,29,1,2024-07-23,PTEN m29 s1 2024-07-23,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m29_ptenblind\m29s1jul23\2024-07-23_13-03-51,m029_s001_2024-07-23_13-03-52
PTEN,29,1,2024-07-23,PTEN m29 s1 2024-07-23,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m29_ptenblind\m29s1jul23\2024-07-23_13-03-51,m029_s001_2024-07-23_13-03-52
PTEN,29,1,2024-07-23,PTEN m29 s1 2024-07-23,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m29_ptenblind\m29s1jul23\2024-07-23_13-03-51,m029_s001_2024-07-23_13-03-52
PTEN,29,4,2024-07-23,PTEN m29 s4 2024-07-23,8,3,31,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m29_ptenblind\m29s4jul23\2024-07-23_15-31-49,m029_s004_2024-07-23_15-31-49
PTEN,29,4,2024-07-23,PTEN m29 s4 2024-07-23,41,3,31,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m29_ptenblind\m29s4jul23\2024-07-23_15-31-49,m029_s004_2024-07-23_15-31-49
PTEN,29,4,2024-07-23,PTEN m29 s4 2024-07-23,59,3,31,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m29_ptenblind\m29s4jul23\2024-07-23_15-31-49,m029_s004_2024-07-23_15-31-49
PTEN,30,1,2024-07-01,PTEN m30 s1 2024-07-01,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m30_ptenblind\m30s1jul1\2024-07-01_13-58-59,m030_s001_2024-07-01_13-58-59
PTEN,30,1,2024-07-01,PTEN m30 s1 2024-07-01,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m30_ptenblind\m30s1jul1\2024-07-01_13-58-59,m030_s001_2024-07-01_13-58-59
PTEN,30,1,2024-07-01,PTEN m30 s1 2024-07-01,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m30_ptenblind\m30s1jul1\2024-07-01_13-58-59,m030_s001_2024-07-01_13-58-59
PTEN,30,4,2024-07-01,PTEN m30 s4 2024-07-01,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m30_ptenblind\m30s4jul1\2024-07-01_15-55-11,m030_s004_2024-07-01_15-55-11
PTEN,30,4,2024-07-01,PTEN m30 s4 2024-07-01,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m30_ptenblind\m30s4jul1\2024-07-01_15-55-11,m030_s004_2024-07-01_15-55-11
PTEN,30,4,2024-07-01,PTEN m30 s4 2024-07-01,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m30_ptenblind\m30s4jul1\2024-07-01_15-55-11,m030_s004_2024-07-01_15-55-11
PTEN,33,4,2024-06-14,PTEN m33 s4 2024-06-14,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m33_ptenblind\m33s4jun14\2024-06-14_11-46-54,m033_s004_2024-06-14_11-46-54
PTEN,33,4,2024-06-14,PTEN m33 s4 2024-06-14,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m33_ptenblind\m33s4jun14\2024-06-14_11-46-54,m033_s004_2024-06-14_11-46-54
PTEN,33,4,2024-06-14,PTEN m33 s4 2024-06-14,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m33_ptenblind\m33s4jun14\2024-06-14_11-46-54,m033_s004_2024-06-14_11-46-54
PTEN,33,8,2024-06-14,PTEN m33 s8 2024-06-14,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m33_ptenblind\m33s8jun14\2024-06-14_14-16-58,m033_s008_2024-06-14_14-16-58
PTEN,33,8,2024-06-14,PTEN m33 s8 2024-06-14,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m33_ptenblind\m33s8jun14\2024-06-14_14-16-58,m033_s008_2024-06-14_14-16-58
PTEN,33,8,2024-06-14,PTEN m33 s8 2024-06-14,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\m33_ptenblind\m33s8jun14\2024-06-14_14-16-58,m033_s008_2024-06-14_14-16-58
PTEN,34,5,2024-06-10,PTEN m34 s5 2024-06-10,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\M34_ptenblind\m34s5jun10\2024-06-10_14-45-34,m034_s005_2024-06-10_14-45-34
PTEN,34,5,2024-06-10,PTEN m34 s5 2024-06-10,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\M34_ptenblind\m34s5jun10\2024-06-10_14-45-34,m034_s005_2024-06-10_14-45-34
PTEN,34,5,2024-06-10,PTEN m34 s5 2024-06-10,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\M34_ptenblind\m34s5jun10\2024-06-10_14-45-34,m034_s005_2024-06-10_14-45-34
PTEN,34,8,2024-06-10,PTEN m34 s8 2024-06-10,8,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\M34_ptenblind\m34s8jun10\2024-06-10_17-00-07,m034_s008_2024-06-10_17-00-07
PTEN,34,8,2024-06-10,PTEN m34 s8 2024-06-10,41,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\M34_ptenblind\m34s8jun10\2024-06-10_17-00-07,m034_s008_2024-06-10_17-00-07
PTEN,34,8,2024-06-10,PTEN m34 s8 2024-06-10,59,3,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN\M34_ptenblind\m34s8jun10\2024-06-10_17-00-07,m034_s008_2024-06-10_17-00-07
PTEN_DKO,41,1,2024-11-26,PTEN_DKO m41 s1 2024-11-26,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENDKOM41\M41s1nov26\2024-11-26_11-55-25,m041_s001_2024-11-26_11-55-25
PTEN_DKO,41,6,2024-11-26,PTEN_DKO m41 s6 2024-11-26,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENDKOM41\M41s6nov26\2024-11-26_16-16-02,m041_s006_2024-11-26_16-16-02
PTEN_DKO,44,1,2024-11-11,PTEN_DKO m44 s1 2024-11-11,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PtenDKOM44\M44S1\2024-11-11_09-36-17,m044_s001_2024-11-11_09-36-17
PTEN_DKO,44,5,2024-11-11,PTEN_DKO m44 s5 2024-11-11,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PtenDKOM44\m44s5nov11\2024-11-11_16-17-54,m044_s005_2024-11-11_16-17-54
PTEN,46,1,2025-01-15,PTEN m46 s1 2025-01-15,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOm46\m46s1jan15\2025-01-15_14-32-19,m046_s001_2025-01-15_14-32-19
PTEN,46,7,2025-01-15,PTEN m46 s7 2025-01-15,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOm46\m46s7jan15\2025-01-15_17-51-31,m046_s007_2025-01-15_17-51-32
PTEN,47,1,2024-12-04,PTEN m47 s1 2024-12-04,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\PTENDKOM47\m47s1dec04\2024-12-04_11-13-32,m047_s001_2024-12-04_11-13-32
PTEN_DKO,48,2,2025-02-04,PTEN_DKO m48 s2 2025-02-04,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENKDOM48\m48s2feb4\2025-02-04_12-48-12,m048_s002_2025-02-04_12-48-12
PTEN_DKO,48,6,2025-02-04,PTEN_DKO m48 s6 2025-02-04,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\PTEN_DKO\PTENKDOM48\m48s6cno90feb4\2025-02-04_15-27-16,m048_s006_2025-02-04_15-27-16
PTEN,51,1,2025-04-08,PTEN m51 s1 2025-04-08,59,1,,theexaminedexistence@gmail.com,2026-09-02T19:23:57-04:00,,D:\PTEN\CTL\M51\m51s1apr8\2025-04-08_16-58-56,m051_s001_2025-04-08_16-58-56
